account_name,campaign_name,adgroup_name,name,fb_objective,local_date,campaign_start_date,impressions,clicks,cost,currency,portal
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 1% | F | 18-45,Install-Now | K_Earn-3 | Carousel | Gagne | INSTALL_MOBILE_APP | Carousel - Kids - FR - 1 A.png,APP_INSTALLS,2019-03-04,2018-11-23 11:49:55,26,0,0.07,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | M | 18-45,Install-Now | W_Sell-3 | Static | INSTALL_MOBILE_APP | 3in1 - Mens FR - 5 A.png,APP_INSTALLS,2019-02-17,2018-11-22 18:48:53,657,2,1.45,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | M | 18-45,W_Sell-3 | Static | INSTALL_MOBILE_APP | 3in1 - Mens FR - 2 B.png,APP_INSTALLS,2019-02-22,2018-11-22 18:48:53,118,0,0.16,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Lookalike | FR - iOS - First Listers - 30d - Lookalike FR 3% | F | 18-45,Install-Now | K_Sell-4 | Static | INSTALL_MOBILE_APP | FRB-389-Sell-040.jpg,APP_INSTALLS,2019-02-17,2018-11-22 18:48:53,15112,39,57.54,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | All | W | 18-45 | Feed | Mobile | All,K_Earn-3 | Feed-Static | Use App | FRB-389-Sell-045.jpg,APP_INSTALLS,2019-02-09,2018-11-23 11:49:55,918,8,2.2,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Story | All | Broad |  | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v1.mp4,APP_INSTALLS,2019-03-07,2018-11-22 18:48:53,23,0,0.12,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-1 | Feed-Static | Install App | FRB-389-Sell-045.jpg |  | FRB-389-Sell-045.jpg,APP_INSTALLS,2019-02-22,2018-11-23 11:49:55,982,3,1.75,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Lookalike | FR - iOS - First Listers - 30d - Lookalike FR 3% | F | 18-45,Install-Now | K_Earn-3 | Carousel | Creative-v1 | INSTALL_MOBILE_APP | Carousel - Adults - FR - 1.png,APP_INSTALLS,2019-02-28,2018-11-22 18:48:53,234,5,0.08,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Broad |  | F | 18-45,Install-Now | K_Earn-3 | Carousel | Gagne | INSTALL_MOBILE_APP | Carousel - Kids - FR - 1 A.png,APP_INSTALLS,2019-02-22,2018-11-23 11:49:55,924,6,2.61,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-7d_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Video |  |,APP_INSTALLS,2019-03-04,2019-03-04 15:34:50,304,0,0.76,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Sell-8 | Feed-Static | Use App | TV ads - October - DB - horizontal - FR.mp4 |  | TV ads - October - DB - horizontal - FR.mp4,APP_INSTALLS,2019-02-28,2018-11-23 11:49:55,2,0,0.0,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-7d_Lister,Feed | All | Broad | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Sell-8 | Video |  |,APP_INSTALLS,2019-03-08,2019-03-04 15:34:50,20,0,0.07,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v1.mp4,APP_INSTALLS,2019-03-01,2018-11-23 11:49:55,4499,11,6.98,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Story | All | Lookalike | FR - iOS - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v2.mp4,APP_INSTALLS,2019-03-04,2018-11-22 18:48:53,113,0,0.42,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Broad |  | M | 18-45,Install-Now | W_Sell-3 | Static |  | 3in1 - Mens FR - 8 A.png,APP_INSTALLS,2019-02-07,2018-11-23 11:49:55,1581,4,1.34,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Install,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Earn-3 | Static |  | FRB-389-Sell-046.jpg,APP_INSTALLS,2019-03-08,2019-03-04 15:45:47,68,0,0.08,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Lookalike | FR - Website - All Visitors - 30d | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v2.mp4,APP_INSTALLS,2019-03-08,2018-11-22 18:48:53,911,4,4.23,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | F | 18-45,Install-Now | K_Earn-3 | Carousel | Creative-v1 | INSTALL_MOBILE_APP | Carousel - Adults - FR - 1.png,APP_INSTALLS,2019-03-06,2018-11-22 18:48:53,5123,91,5.29,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 1% | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v4.mp4,APP_INSTALLS,2019-03-01,2018-11-23 11:49:55,581,4,1.98,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v1.mp4,APP_INSTALLS,2019-03-01,2018-11-23 11:49:55,7024,15,22.26,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Story | All | Broad |  | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v4.mp4,APP_INSTALLS,2019-03-06,2018-11-22 18:48:53,161,0,0.37,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Broad |  | M | 18-45,Install-Now | W_Sell-3 | Static | INSTALL_MOBILE_APP | 3in1 - Mens FR - 1 A.png,APP_INSTALLS,2019-03-07,2018-11-23 11:49:55,1796,10,0.91,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Lookalike | FR - iOS - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v3.mp4,APP_INSTALLS,2019-03-01,2018-11-22 18:48:53,1942,7,6.76,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Story | All | Broad |  | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v2.mp4,APP_INSTALLS,2019-03-02,2018-11-22 18:48:53,39,0,0.1,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 1% | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v3.mp4,APP_INSTALLS,2019-03-08,2018-11-23 11:49:55,30,0,0.04,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Broad |  | M | 18-45,W_Sell-3 | Static | INSTALL_MOBILE_APP | 3in1 - Mens FR - 6 B.png,APP_INSTALLS,2019-03-06,2018-11-23 11:49:55,0,0,0.0,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Broad | None | All | W | 18-45 | Feed | Mobile | All,Install-Now | K_Sell-4 | Static,APP_INSTALLS,2019-02-05,2018-11-23 11:49:55,21899,116,42.41,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Lookalike | FR - iOS - First Listers - 30d - Lookalike FR 5% | F | 18-45,Install-Now | K_Earn-3 | Static | INSTALL_MOBILE_APP | FRB-389-Sell-049.jpg,APP_INSTALLS,2019-03-09,2018-11-22 18:48:53,1374,7,4.41,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v3.mp4,APP_INSTALLS,2019-03-05,2018-11-23 11:49:55,7407,23,24.63,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Lookalike | FR - iOS - First Listers - 30d - Lookalike FR 5% | F | 18-45,Install-Now | K_Sell-4 | Static |  | FRB-389-Sell-052.jpg,APP_INSTALLS,2019-03-04,2018-11-22 18:48:53,149,0,0.21,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Earn-1 | Feed-Static | Install App | FRB-389-Sell-045.jpg | INSTALL_MOBILE_APP | FRB-389-Sell-045.jpg,APP_INSTALLS,2019-02-18,2018-11-23 11:49:55,0,0,0.0,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Lookalike | FR - Android - First Listers - 7d - Lookalike FR 3% | M | 18-45,W_Sell-3 | Static |  | 3in1 - Mens FR - 7 A.png,APP_INSTALLS,2019-02-09,2018-11-23 11:49:55,3958,23,12.57,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Feed-Static | Use App | FRB-389-Sell-043.jpg | USE_APP | FRB-389-Sell-043.jpg,APP_INSTALLS,2019-03-03,2018-11-22 18:48:53,737,3,1.62,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Feed-Static | Use App | FRB-389-Sell-043.jpg | USE_APP | FRB-389-Sell-043.jpg,APP_INSTALLS,2019-03-04,2018-11-22 18:48:53,1627,6,3.39,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Story | All | Lookalike | FR - iOS - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v4.mp4,APP_INSTALLS,2019-03-08,2018-11-22 18:48:53,88,0,0.17,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-7d_Lister,Feed | All | Broad | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Sell-8 | Video |  |,APP_INSTALLS,2019-03-06,2019-03-04 15:34:50,129,1,0.33,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-7d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Sell-4 | Static |  | FRB-389-Sell-052.jpg,APP_INSTALLS,2019-03-05,2019-03-04 15:34:50,790,1,1.32,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | All | W | 18-45 | Feed | Mobile | All,Install-Now | K_Sell-4 | Static,APP_INSTALLS,2019-02-04,2018-11-23 11:49:55,5481,24,9.37,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | F | 18-45,Install-Now | K_Earn-3 | Static | INSTALL_MOBILE_APP | FRB-389-Sell-046.jpg,APP_INSTALLS,2019-02-24,2018-11-23 11:49:55,412,1,0.94,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,Install-Now | K_Earn-3 | Carousel | 4-items | INSTALL_MOBILE_APP | Facebook-carousel---Kids---FR-blue - 3.jpg,APP_INSTALLS,2019-02-19,2018-11-23 11:49:55,149,0,0.63,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Story | All | Lookalike | FR - iOS - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v1.mp4,APP_INSTALLS,2019-03-01,2018-11-22 18:48:53,27,0,0.1,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Install,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 1% | F | 18-45,K_Earn-3 | Video |  |,APP_INSTALLS,2019-03-09,2019-03-04 15:45:47,165,2,0.4,EUR,fr
FR Vinted,Smartly_RMAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Custom Audience | FR - iOS - Install No Registration - 30d | F | 18-45,Install-Now | K_Earn-1 | Static |  | FRB-389-Sell-042.jpg,CONVERSIONS,2019-02-16,2019-02-14 13:42:18,204,2,0.34,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Broad | None | All | W | 18-45 | Feed | Mobile | All,K_Earn-3 | Feed-Static | Use App | FRB-389-Sell-042.jpg,APP_INSTALLS,2019-02-05,2018-11-23 11:49:55,2597,7,5.38,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Broad |  | M | 18-45,Install-Now | W_Sell-3 | Static | INSTALL_MOBILE_APP | 3in1 - Mens FR - 5 A.png,APP_INSTALLS,2019-02-25,2018-11-23 11:49:55,83,0,0.21,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | M | 18-45,Install-Now | W_Sell-3 | Static | INSTALL_MOBILE_APP | 3in1 - Mens FR - 3 A.png,APP_INSTALLS,2019-02-13,2018-11-22 18:48:53,4532,20,11.67,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Install,Feed | All | Broad | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Earn-3 | Video |  |,APP_INSTALLS,2019-03-10,2019-03-04 15:45:47,934,2,2.07,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister_7d,| FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v3.mp4,APP_INSTALLS,2019-03-04,2019-03-04 15:15:52,2,0,0.01,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Install,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Sell-4 | Static |  | FRB-389-Sell-040.jpg,APP_INSTALLS,2019-03-08,2019-03-04 15:45:47,1042,5,3.08,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-7d_Lister,Feed | All | Broad | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Earn-3 | Static |  | FRB-389-Sell-049.jpg,APP_INSTALLS,2019-03-07,2019-03-04 15:34:50,536,1,0.69,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | All | W | 18-45 | Feed | Mobile | All,Install-Now | K_Earn-3 | Carousel | 4-items,APP_INSTALLS,2019-02-08,2018-11-23 11:49:55,955,5,2.58,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-7d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 1% | F | 18-45,K_Earn-3 | Video |  |,APP_INSTALLS,2019-03-07,2019-03-04 15:34:50,220,0,1.15,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v2.mp4,APP_INSTALLS,2019-03-07,2018-11-22 18:48:53,1721,7,4.88,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v3.mp4,APP_INSTALLS,2019-03-07,2018-11-22 18:48:53,221,1,0.31,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Feed-Static | Use App | FRB-389-Sell-043.jpg | USE_APP | FRB-389-Sell-043.jpg,APP_INSTALLS,2019-02-17,2018-11-22 18:48:53,88,0,0.15,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Broad | None | All | W | 18-45 | Feed | Mobile | All,Install-Now | K_Earn-3 | Carousel | Vends,APP_INSTALLS,2019-02-08,2018-11-23 11:49:55,3443,16,8.61,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Feed-Static | Use App | FRB-389-Sell-045.jpg | USE_APP | FRB-389-Sell-045.jpg,APP_INSTALLS,2019-02-24,2018-11-22 18:48:53,668,2,2.09,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | M | 18-45,W_Sell-3 | Static | INSTALL_MOBILE_APP | 3in1 - Mens FR - 6 B.png,APP_INSTALLS,2019-03-06,2018-11-22 18:48:53,965,6,2.19,EUR,fr
FR Vinted,Smartly_RMAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Custom Audience | FR - iOS - Install No Registration - 30d | F | 18-45,Install-Now | K_Earn-1 | Static |  | FRB-389-Sell-045.jpg,CONVERSIONS,2019-02-14,2019-02-14 13:42:18,163,0,0.33,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v3.mp4,APP_INSTALLS,2019-03-04,2018-11-23 11:49:55,134,1,0.41,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister_7d,|  | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v3.mp4,APP_INSTALLS,2019-03-04,2019-03-04 15:15:52,1,0,0.0,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v3.mp4,APP_INSTALLS,2019-03-10,2018-11-23 11:49:55,2771,4,4.48,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Broad |  | F | 18-45,Install-Now | K_Earn-3 | Static | INSTALL_MOBILE_APP | FRB-389-Sell-047.jpg,APP_INSTALLS,2019-02-19,2018-11-23 11:49:55,1624,8,3.88,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-7d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 1% | F | 18-45,K_Earn-3 | Video |  |,APP_INSTALLS,2019-03-04,2019-03-04 15:34:50,152,0,0.63,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-7d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Earn-3 | Video |  |,APP_INSTALLS,2019-03-05,2019-03-04 15:34:50,276,1,1.04,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Story | All | Lookalike | FR - iOS - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v2.mp4,APP_INSTALLS,2019-02-28,2018-11-22 18:48:53,643,0,2.04,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Lookalike | FR - Website - All Visitors - 30d | F | 18-45,K_Sell-4 | Static |  | FRB-389-Sell-040.jpg,APP_INSTALLS,2019-03-06,2018-11-22 18:48:53,591,5,1.36,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Story | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 3% | F | 18-45,K_Earn-3 | Video |  | Kids-4x5-v2.mp4,APP_INSTALLS,2019-03-02,2018-11-23 11:49:55,57,0,0.21,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister_7d,| FR - Android - First Listers - 30d - Lookalike FR 1% | F | 18-45,Install-Now | K_Sell-4 | Static | INSTALL_MOBILE_APP | FRB-389-Sell-052.jpg,APP_INSTALLS,2019-03-04,2019-03-04 15:15:52,39,1,0.25,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Earn-1 | Feed-Static | Install App | FRB-389-Sell-045.jpg |  | FRB-389-Sell-045.jpg,APP_INSTALLS,2019-02-20,2018-11-23 11:49:55,1575,6,2.64,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Broad |  | M | 18-45,W_Sell-3 | Static | INSTALL_MOBILE_APP | 3in1 - Mens FR - 4 B.png,APP_INSTALLS,2019-02-22,2018-11-23 11:49:55,12421,51,20.26,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Broad | None | All | W | 18-45 | Feed | Mobile | All,K_Earn-3 | Feed-Static | Use App | FRB-389-Sell-045.jpg,APP_INSTALLS,2019-02-06,2018-11-23 11:49:55,188,2,0.15,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,Install-Now | K_Earn-3 | Static | INSTALL_MOBILE_APP | FRB-389-Sell-048.jpg,APP_INSTALLS,2019-03-02,2018-11-23 11:49:55,2228,13,2.48,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Story | All | Broad |  | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v2.mp4,APP_INSTALLS,2019-03-03,2018-11-22 18:48:53,230,0,0.47,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Broad |  | F | 18-45,Install-Now | K_Earn-3 | Carousel | Creative-v1 | INSTALL_MOBILE_APP | Carousel - Adults - FR - 1.png,APP_INSTALLS,2019-02-14,2018-11-23 11:49:55,1981,13,5.47,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Broad |  | F | 18-45,Install-Now | K_Earn-3 | Static | INSTALL_MOBILE_APP | FRB-389-Sell-047.jpg,APP_INSTALLS,2019-03-05,2018-11-23 11:49:55,12153,51,18.54,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v1.mp4,APP_INSTALLS,2019-03-06,2018-11-23 11:49:55,7998,20,16.07,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Sell-8 | Feed-Static | Use App | TV ads - October - DB - horizontal - FR.mp4 |  | TV ads - October - DB - horizontal - FR.mp4,APP_INSTALLS,2019-03-06,2018-11-23 11:49:55,3,0,0.0,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Broad | None | All | W | 18-45 | Feed | Mobile | All,K_Earn-3 | Feed-Static | Use App | FRB-389-Sell-045.jpg,APP_INSTALLS,2019-02-06,2018-11-22 18:48:53,29,0,0.03,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Feed | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 1% | F | 18-45,Install-Now | K_Earn-3 | Static | INSTALL_MOBILE_APP | FRB-389-Sell-046.jpg,APP_INSTALLS,2019-02-28,2018-11-23 11:49:55,48,0,0.08,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Lookalike | FR - Android - First Listers - 30d - Lookalike FR 1% | All | W | 18-45 | Feed | Mobile | All,Install-Now | K_Earn-3 | Carousel | 4-items,APP_INSTALLS,2019-02-04,2018-11-23 11:49:55,1478,2,3.64,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-1d_Lister,Story | All | Lookalike | FR - Android - First Listers - 30d - Lookalike FR 1% | F | 18-45,K_Earn-3 | Video |  | Kids-1x1-v3.mp4,APP_INSTALLS,2019-03-03,2018-11-23 11:49:55,103,1,0.48,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Broad | None | All | W | 18-45 | Feed | Mobile | All,Install-Now | K_Sell-4 | Static,APP_INSTALLS,2019-02-08,2018-11-23 11:49:55,1102,4,2.39,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Lookalike | FR - iOS - First Listers - 30d - Lookalike FR 5% | All | W | 18-45 | Feed | Mobile | All,Install-Now | K_Sell-4 | Static,APP_INSTALLS,2019-02-06,2018-11-22 18:48:53,684,1,1.44,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-7d_Lister,Feed | All | Broad | FR - Android - First Listers - 30d - Lookalike FR 5% | F | 18-45,K_Earn-3 | Static |  | FRB-389-Sell-049.jpg,APP_INSTALLS,2019-03-08,2019-03-04 15:34:50,373,1,0.53,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM_Lister,Feed | All | Broad |  | M | 18-45,Install-Now | W_Sell-3 | Static |  | 3in1 - Mens FR - 8 A.png,APP_INSTALLS,2019-02-05,2018-11-23 11:49:55,811,6,0.59,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_Android_oCPM-7d_Lister,Feed | All | Broad |  | F | 18-45,K_Earn-3 | Static |  | FRB-389-Sell-046.jpg,APP_INSTALLS,2019-03-05,2019-03-04 15:34:50,417,0,0.75,EUR,fr
FR Vinted,Smartly_PRAP_FR-FR_Vinted_iOS_oCPM_Lister,Feed | All | Broad |  | F | 18-45,Install-Now | K_Earn-3 | Static | INSTALL_MOBILE_APP | FRB-389-Sell-046.jpg,APP_INSTALLS,2019-02-25,2018-11-22 18:48:53,45,0,0.08,EUR,fr
